redcap_data_access_group,redcap_data_access_group_unlabelled,dag_id,place_name,postcode,country,lon,lat,ccg,postcode_start,city,site_type,nhs_region
the_dudley_group_n,the_dudley_group_n,RNA01,Russells Hall Hospital,DY1 2HQ,England,-2.1184107,52.5022471,E38000046,DY1,Dudley,Acute,Midlands
birmingham_womens,birmingham_womens,RQ301,Birmingham Children's Hospital,B4 6NH,England,-1.8937147,52.4847654,E38000220,B4,Birmingham,Acute,Midlands
midlands_partnersh,midlands_partnersh,RRE11,St George's,ST16 3SR,England,-2.1089458,52.8098957,E38000173,ST16,Staffordshire,Mental,Midlands
the_royal_orthopae,the_royal_orthopae,RRJ05,Royal Orthopaedic Hospital,B31 2AP,England,-1.9610708,52.4206669,E38000220,B31,Birmingham,Community,Midlands
worcestershire_acu,worcestershire_acu,RWP50,Worcestershire Royal Hospital,WR5 1DD,England,-2.1811171,52.1912499,E38000166,WR5,Worcester,Acute,Midlands
sandwell_and_west,sandwell_and_west,RXK01,Sandwell District General Hospital,B71 4HJ,England,-1.9878844,52.5273566,E38000144,B71,Sandwell,Acute,Midlands
sandwell_and_west,sandwell_and_west,RXK02,City Hospital,B18 7QH,England,-1.9325148,52.4874527,E38000144,B18,Birmingham,Acute,Midlands
shrewsbury__telfor,shrewsbury__telfor,RXWAS,Royal Shrewsbury Hospital,SY3 8XQ,England,-2.7930191,52.7090656,E38000147,SY3,Shropshire,Acute,Midlands
birmingham_communi,birmingham_communi,RYW23,Moseley Hall Hospital,B13 8JL,England,-1.8931433,52.44595,E38000220,B13,Birmingham,Community,Midlands
black_country_heal,black_country_heal,TAJ52,Penn Hospital,WV4 5HN,England,-2.1591725,52.5586334,E38000210,WV4,Wolverhampton,Mental,Midlands
yeovil_district_ho,yeovil_district_ho,RA430,Yeovil District Hospital,BA21 4AT,England,-2.6343106,50.9447524,E38000150,BA21,South Somerset,Acute,South West
bristol_royal_infi,bristol_royal_infi,RA701,Bristol Royal Infirmary,BS2 8HW,England,-2.5967856,51.458344,E38000222,BS2,Bristol,Acute,South West
university_hospitaf,university_hospitaf,RA707,St Michael's Hospital,BS2 8EG,England,-2.6,51.4591667,E38000222,BS2,Bristol,Community,South West
university_hospitaf,university_hospitaf,RA723,Bristol Royal Hospital For Children,BS2 8BJ,England,-2.5971828,51.4578733,E38000222,BS2,Bristol,Acute,South West
torbay_and_south_d,torbay_and_south_d,RA901,Torbay Hospital,TQ2 7AA,England,-3.5539082,50.4823211,E38000230,TQ2,Torbay,Acute,South West
musgrove_park_hosp,musgrove_park_hosp,RBA11,Musgrove Park Hospital,TA1 5DA,England,-3.120443,51.0118926,E38000150,TA1,Somerset,Acute,South West
dorset_county_hosp,dorset_county_hosp,RBD01,Dorset County Hospital,DT1 2JY,England,-2.4459986,50.7126058,E38000045,DT1,West Dorset,Acute,South West
northern_devon_hea,northern_devon_hea,RBZ12,North Devon District Hospital,EX31 4JB,England,-4.0506281,51.0924056,E38000230,EX31,Exeter,Acute,South West
royal_united_hospi,royal_united_hospi,RD130,Royal United Hospitals,BA1 3NG,England,-2.3907418,51.3918072,E38000009,BA1,Bath and North East Somerset,Acute,South West
dorset_healthcare,dorset_healthcare,RDY22,Alderney Hospital,BH12 4NB,England,-1.9412327,50.7497348,E38000045,BH12,Poole,Community,South West
dorset_healthcare,dorset_healthcare,RDYEF,Weymouth Community Hospital,DT4 7TB,England,-2.4507964,50.6212314,E38000045,DT4,Weymouth and Portland,Community,South West
dorset_healthcare,dorset_healthcare,RDYEJ,Bridport Community Hospital,DT6 5DR,England,-2.7699287,50.74159419999999,E38000045,DT6,West Dorset,Community,South West
dorset_healthcare,dorset_healthcare,RDYER,Blandford Community Hospital,DT11 7DD,England,-2.1665474,50.8615915,E38000045,DT11,North Dorset,Community,South West
dorset_healthcare,dorset_healthcare,RDYEY,Westminster Memorial Hospital,SP7 8BD,England,-2.1998315,51.0051542,E38000045,SP7,North Dorset,Community,South West
dorset_healthcare,dorset_healthcare,RDYFE,Victoria Hospital,BH21 1ER,England,-1.995904088,50.8022787,E38000045,BH21,East Dorset,Community,South West
royal_bournemouth,royal_bournemouth,RDZ20,Royal Bournemouth Hospital,BH7 7DW,England,-1.822257,50.7480068,E38000045,BH7,Bournemouth,Acute,South West
royal_cornwall,royal_cornwall,REF12,Royal Cornwall Hospital (Treliske),TR1 3LJ,England,-5.0922396,50.2662301,E38000089,TR1,Cornwall,Acute,South West
royal_devon_and_ex,royal_devon_and_ex,RH801,Royal Devon And Exeter Hospital (Wonford),EX2 5DW,England,-3.506554,50.7162972,E38000230,EX2,Exeter,Acute,South West
university_hospitac,university_hospitac,RK950,Derriford Hospital,PL6 8DH,England,-4.116408,50.4166994,E38000230,PL6,Plymouth,Acute,South West
great_western_nhs,great_western_nhs,RN325,The Great Western Hospital,SN3 6BB,England,-1.7274933,51.5384082,E38000181,SN3,Swindon,Acute,South West
nihr_team_wessex,nihr_team_wessex,RNZ02,Salisbury District Hospital,SP2 8BJ,England,-1.7883697,51.0452592,E38000206,SP2,Wiltshire,Acute,South West
gloucester_royal_h,gloucester_royal_h,RTE03,Gloucestershire Royal Hospital,GL1 3NN,England,-2.232898,51.8660784,E38000062,GL1,Gloucester,Acute,South West
gloucestershire_he,gloucestershire_he,RTQ01,Charlton Lane Hospital,GL53 9DZ,England,-2.0732066,51.88070219999999,E38000062,GL53,Tewkesbury,Community,South West
gloucestershire_he,gloucestershire_he,RTQ02,Wotton Lawn Hospital,GL1 3WL,England,-2.227875,51.866934,E38000062,GL1,Gloucester,Community,South West
southmead_hospital,southmead_hospital,RVJ01,Southmead Hospital,BS10 5NB,England,-2.5916111,51.4968176,E38000222,BS10,Bristol,Acute,South West
university_hospitaf,university_hospitaf,RVN3Q,Blackberry Hill Hospital,BS16 2EW,England,-2.5406274,51.48274199999999,E38000222,BS16,Bristol,Mental,South West
devon_partnership,devon_partnership,RWV62,Wonford House,EX2 5AF,England,-3.5062778,50.7153144,E38000230,EX2,Exeter,Community,South West
